Subsidies Claimed,Government Schemes Accessed,Program Name,Scheme Enrollment Status,Vaccination Status,Health Insurance Linked,Consent Given for Data Sharing,Data Breach Status,Breach Date
31064.417531372954,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,Yes,No,
39963.56405243154,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2011-08-19
-30730.739967220637,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2017-09-10
26182.809952322325,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2018-02-01
33430.90683398003,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,No,
38457.81118597275,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2016-10-18
-7263.1801607132,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
-27886.374961904934,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
17309.419661435822,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
184122.27613434917,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,Yes,2013-09-10
94040.49869035781,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
-67580.98837842884,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2016-10-09
29521.56360288024,PDS,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2011-01-21
44895.73115014345,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,Yes,Yes,2010-08-29
-4003.033799614317,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,Yes,Yes,2016-03-14
-55634.64852435648,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
66249.01931225159,PDS,Other,Not Enrolled,Vaccinated,No,No,Yes,2021-09-22
53223.822774779626,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2020-09-04
261803.719847998,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2010-10-27
9434.50917368125,PDS,Other,Not Enrolled,Not Vaccinated,Yes,Yes,No,
94834.44552819757,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2013-11-28
21418.495989369007,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
41716.89475420099,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
69018.41948105273,Other,Other,Enrolled,Vaccinated,No,No,No,
-2471.5114338108942,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
18742.494563699875,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2014-07-24
-1741.9314093723806,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2023-04-28
-3393.5824669086323,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
117516.21454078027,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
31070.685238825863,PDS,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,No,
82885.18260719818,PDS,Other,Not Enrolled,Vaccinated,No,Yes,No,
-3638.4139983222813,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2023-03-22
60162.18418157613,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2010-07-06
82898.56204052942,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2019-04-10
42577.962776744804,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,No,
30188.457223513382,Other,Other,Enrolled,Not Vaccinated,No,No,Yes,2015-09-09
38085.8111664079,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2011-01-31
-16590.921578905538,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-32517.514767977234,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2020-12-26
-131463.71472720426,Other,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2012-01-04
-19829.963169703093,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2013-11-09
-44283.369442076044,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2024-03-14
71107.74049383192,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
2240.5426961063213,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2022-11-14
102812.40814024571,PDS,LPG Subsidy,Enrolled,Not Vaccinated,Yes,No,No,
103006.89531279338,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,No,No,
-11663.593559380693,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2010-10-04
-98244.3167325949,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2023-06-22
44694.951657922604,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-92821.18036550112,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,No,
25853.635530738895,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
126453.41742013217,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2011-05-13
-7160.199415944269,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2010-08-20
-55445.54779627034,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2022-11-02
45668.750385345294,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,No,
53969.73427560938,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
-57204.24184348837,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
-79424.07755234261,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
23073.762413646276,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2010-10-20
34534.535091553524,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
137873.8483570137,Other,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2023-01-20
171224.28607349235,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2014-09-07
-18598.16369753387,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
54490.90930797794,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
35794.64201251133,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2015-04-19
43671.86379066995,PDS,Other,Enrolled,Not Vaccinated,No,Yes,No,
187533.68673105724,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
210531.86944086617,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2024-08-12
-122742.09862952385,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2020-07-14
104356.19787100657,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2020-01-17
29900.483394047045,Other,Other,Enrolled,Vaccinated,No,No,Yes,2020-04-04
18531.804385365776,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
82799.14009885435,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
21042.027884441835,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2016-11-06
261983.00617856462,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2013-05-29
18325.509493501733,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2023-09-12
-14029.181501724794,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2010-05-14
-7166.742539807503,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2012-09-15
-167017.78976002848,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2023-06-09
47082.01979022515,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2013-09-14
-73377.07907426897,Other,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2023-12-15
8731.797904103852,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
82536.47347213156,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
63840.85862673192,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
-47252.18960054946,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2024-08-11
11471.667386867304,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
178504.98532215535,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2024-12-09
85520.18479076638,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,No,No,
77116.52800742268,PDS,Other,Not Enrolled,Vaccinated,No,Yes,No,
212261.50987597517,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
47035.1329800073,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
54005.75908164923,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2011-04-23
89389.92628766762,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2016-02-20
48455.357476438345,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,Yes,2017-03-07
-40148.90061284138,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2021-03-14
33094.04156726041,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
122739.75924613034,Other,Other,Enrolled,Not Vaccinated,Yes,Yes,No,
-19921.440298660134,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
101954.72147166515,Other,Other,Enrolled,Vaccinated,Yes,No,No,
17625.116443766485,PDS,Other,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2011-07-01
79269.93162033672,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2022-10-01
123449.19816049004,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
58708.1811584293,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2017-12-09
-120792.62918437127,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,No,Yes,2011-08-18
-42426.218690937036,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2021-03-13
84930.04170657376,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
94326.8654469794,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,Yes,2019-12-20
22802.98339394725,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
-97242.81278400245,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2017-08-26
33397.98230686915,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,Yes,2018-02-02
-50682.26268963098,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,Yes,No,
74167.2600348893,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2015-07-21
610.49580672088,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2010-02-23
81816.73112949822,PDS,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2016-08-27
113919.67744018852,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,No,
-2807.8981651689755,Other,Other,Not Enrolled,Not Vaccinated,No,No,No,
35338.80933877926,Other,Other,Enrolled,Not Vaccinated,Yes,Yes,No,
25290.30399436221,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
13973.82609466869,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,No,
51376.54500342386,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
68881.67218776104,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
-28703.540268534292,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,Yes,2014-04-22
124660.05925455345,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
105171.23944416888,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
-40284.3192598926,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2017-01-31
-4265.274028331882,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2022-11-27
-15437.853829722564,PDS,Other,Enrolled,Not Vaccinated,No,No,No,
41284.590416210325,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-58994.55720649329,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-23678.0235454613,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
92407.38562886254,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2022-03-14
19460.133487387557,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
-3529.67127643586,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
23306.454083283712,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
15515.24359165773,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,No,
-242209.33543255783,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2021-09-18
3744.483791125411,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
-4588.408596564812,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2019-04-18
-44348.03977647809,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2014-01-17
131814.70572462608,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2018-03-02
69533.21629213094,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,Yes,No,
1612.6646759461328,PDS,Other,Enrolled,Vaccinated,Yes,Yes,Yes,2018-10-13
-88750.21195764844,PDS,Other,Enrolled,Vaccinated,No,Yes,Yes,2021-03-07
3183.3041116610634,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
14150.835211394915,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
-21287.84360312463,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
-59611.60705469921,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
-51069.65263156481,PDS,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2022-06-04
44187.31458488021,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,No,No,
67.0991910858902,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2011-01-22
114704.5132039792,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2021-05-20
26296.370710905598,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2021-10-15
15300.253297480816,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2024-11-29
41006.63751008487,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,Yes,2024-10-09
90890.29078143074,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2021-03-14
45636.08408800999,Other,Other,Not Enrolled,Vaccinated,No,No,No,
-142028.01194674853,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2017-06-14
60684.48518328207,Other,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2023-06-24
71257.26572367437,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2023-03-22
139899.51785111421,Other,Other,Enrolled,Vaccinated,No,No,No,
11197.951120722993,Other,Other,Enrolled,Vaccinated,Yes,Yes,No,
21607.41188473054,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
-32920.394441140124,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
146947.16391202054,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,Yes,2015-08-08
8872.90513907651,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2011-03-21
28918.410535038092,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2022-09-12
203059.96948093886,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,No,
-33076.62237552131,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
4159.530824086253,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,No,
-85074.700582675,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
71502.03668195834,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
36276.32397439204,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2016-11-14
-18435.883372999633,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,No,
-25718.53586044535,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2012-06-02
-106255.41573955693,Other,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2012-09-13
-4843.827294423675,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,Yes,2020-12-08
-18219.47667067385,PDS,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,Yes,2015-10-25
21210.517419888754,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
105690.29487638733,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2012-03-09
1192.5927527847416,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2015-07-28
77319.95422324371,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2010-03-18
66747.61813221956,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,Yes,2013-09-24
21035.656925200245,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,No,
18478.654984703215,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
-29163.682782070333,Other,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2014-05-23
17967.844499845916,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
44875.79733187496,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
-9813.709341747897,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2014-10-02
59809.57318846906,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,No,
12234.369656367413,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
-468129.2103319797,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2011-06-14
57956.76327265311,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
-48797.02172468197,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2020-08-31
-105652.7655569977,PDS,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2020-06-23
45545.29438282438,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
-35855.65501479701,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
11810.710854545716,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,No,
22589.133444027084,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2014-05-21
-40722.99243152942,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
19808.58673829626,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
-42637.23269353615,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2020-04-09
31069.10962669266,PDS,Other,Enrolled,Not Vaccinated,No,No,No,
26139.4492105646,MGNREGA,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2010-03-31
12082.939992576426,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2012-12-11
-32130.311524589364,PDS,Other,Not Enrolled,Vaccinated,No,Yes,No,
-24029.299686078753,Other,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2018-05-10
42205.360675826014,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
24888.360205011853,Other,Other,Enrolled,Vaccinated,Yes,No,No,
-22591.222858551606,Other,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
23762.56014976096,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,No,No,
30853.426604465734,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,Yes,2012-05-27
-107798.37124322799,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,Yes,2017-11-20
56976.40598634244,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2022-08-17
-13635.469922081717,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2011-08-14
75689.51079858835,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2024-02-26
-82675.81985469705,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
-123960.86969895626,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
69281.16478843422,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2023-07-10
178649.54246775463,Other,Other,Enrolled,Vaccinated,No,Yes,No,
-46640.087755147484,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
33332.590406496434,Other,Other,Not Enrolled,Vaccinated,No,No,No,
35105.1493162549,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
85018.2104255947,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,Yes,Yes,2016-12-30
-2052.8046139056605,PDS,Other,Enrolled,Vaccinated,Yes,No,Yes,2024-10-29
-41201.25971680357,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
79207.44368922149,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2017-09-07
26766.322077174544,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
31103.353578603565,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2023-09-16
-155186.74696160707,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2020-04-07
-130982.51955354409,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
-10126.632457894148,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
36607.393733417215,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
37299.94996685758,PDS,Other,Enrolled,Not Vaccinated,No,Yes,No,
37435.444799656674,Other,Other,Enrolled,Vaccinated,Yes,Yes,Yes,2024-03-02
19910.125696012932,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,Yes,Yes,2019-12-01
54962.705028422424,MGNREGA,Other,Enrolled,Vaccinated,No,No,Yes,2016-03-28
129779.39179811052,MGNREGA,Other,Enrolled,Vaccinated,No,No,No,
24819.99422092885,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
-15398.010469681765,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,No,
-16026.26392710927,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2015-11-21
-125282.6643108631,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
26090.52374873741,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2017-07-15
-32410.8452289305,PDS,Other,Not Enrolled,Vaccinated,No,Yes,No,
8492.366115894301,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2017-07-16
92601.56550120692,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
84703.98488706382,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,No,
157344.86411743518,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2014-06-05
99033.20670871892,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
-94757.49601520435,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2016-01-09
-8970.706157241711,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,No,No,
67567.57199185486,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
131674.8695623458,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2023-01-12
31276.79179020115,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2012-08-27
55520.14892161808,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
-79678.05947395632,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2017-12-31
57421.03508133938,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2019-05-24
-5078.615483860765,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2012-10-07
71146.30180461108,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2011-08-22
35543.7610997149,PDS,Other,Enrolled,Vaccinated,No,No,No,
28715.82039466067,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
41935.30611810253,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
17563.997772633455,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2024-07-13
-7454.463328555899,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2010-06-25
36659.07923778479,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,Yes,2019-07-18
61255.65607190896,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2018-10-31
-51355.224400680134,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2011-12-21
23662.090003607496,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
69016.74266803087,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,No,
10252.581560634324,PDS,Other,Enrolled,Vaccinated,No,Yes,No,
25657.885165852338,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
72821.80850335213,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,No,
14339.749323029764,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2021-08-15
6543.722531380779,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
24162.82388771008,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
15809.943019577575,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2024-10-03
68027.67269190948,Other,Other,Not Enrolled,Not Vaccinated,Yes,No,Yes,2023-02-11
