State,City,Origin State,Religion,Caste,Education Level,Occupation,Household Size,Income Bracket
Tamil Nadu,Bharatpur,Sikkim,Hindu,General,Primary,Daily Wage Worker,-3.1756819752904697,Middle Class
Mizoram,Anand,Jharkhand,Muslim,General,Secondary,Teacher,14.755024124018624,Rich
Tripura,Unnao,Uttarakhand,Muslim,SC,Secondary,Daily Wage Worker,-28.6081430372928,Below Poverty Line
Kerala,Gandhinagar,Kerala,Hindu,General,Graduate,IT Professional,4.041410998005906,Middle Class
Arunachal Pradesh,Alwar,Nagaland,Hindu,General,Graduate,Businessman,-25.370537887315358,Lower Middle Class
Telangana,Panvel,Jharkhand,Hindu,SC,Higher Secondary,Businessman,11.817034730815319,Lower Middle Class
Chhattisgarh,Bhalswa Jahangir Pur,Assam,Hindu,OBC,Graduate,Daily Wage Worker,3.8300292479006224,Middle Class
Tamil Nadu,Phusro,Kerala,Hindu,OBC,Secondary,Businessman,11.669514424510766,Lower Middle Class
Haryana,Pudukkottai,Telangana,Hindu,General,Post Graduate,Daily Wage Worker,3.568448246772017,Below Poverty Line
Haryana,Pondicherry,Uttarakhand,Hindu,OBC,Primary,Engineer,-4.428594912099381,Lower Middle Class
Assam,Karnal,Tamil Nadu,Hindu,SC,Graduate,Businessman,-4.604775367518894,Below Poverty Line
Punjab,Kolhapur,Manipur,Hindu,OBC,Graduate,Farmer,-5.264990089478612,Below Poverty Line
Goa,Phagwara,Haryana,Hindu,General,Higher Secondary,Engineer,2.110734361434452,Lower Middle Class
Nagaland,Ramagundam,Tripura,Hindu,General,Post Graduate,Daily Wage Worker,8.264707780845862,Below Poverty Line
Assam,Agartala,Andhra Pradesh,Hindu,OBC,Graduate,Daily Wage Worker,33.37630910816476,Lower Middle Class
Jharkhand,Bhusawal,Tripura,Hindu,General,Graduate,Teacher,-27.884431053366473,Lower Middle Class
Meghalaya,Morena,Tripura,Hindu,OBC,Graduate,Farmer,36.94808333075197,Lower Middle Class
Tamil Nadu,Rajpur Sonarpur,Kerala,Hindu,OBC,Graduate,Businessman,6.524001195933611,Lower Middle Class
Mizoram,Vijayanagaram,Meghalaya,Sikh,General,Primary,Businessman,12.788817770447835,Middle Class
Mizoram,Solapur,Uttar Pradesh,Hindu,General,Primary,Doctor,3.378224765797867,Upper Middle Class
Meghalaya,Jhansi,Gujarat,Hindu,OBC,Graduate,Farmer,24.2520029319139,Middle Class
Odisha,Secunderabad,Sikkim,Hindu,OBC,Post Graduate,Farmer,7.975319760597216,Below Poverty Line
Uttar Pradesh,Amritsar,Uttar Pradesh,Sikh,OBC,Secondary,Teacher,35.30236210468034,Rich
Nagaland,Aurangabad,Arunachal Pradesh,Hindu,General,Higher Secondary,Farmer,-19.272682614704237,Middle Class
Rajasthan,Erode,Sikkim,Hindu,General,Graduate,Businessman,3.4548232801549306,Lower Middle Class
West Bengal,Dharmavaram,Sikkim,Muslim,SC,Higher Secondary,Daily Wage Worker,-5.567946030931943,Below Poverty Line
Himachal Pradesh,Bardhaman,Madhya Pradesh,Hindu,General,Higher Secondary,Daily Wage Worker,-1.188037956734295,Lower Middle Class
Tripura,Kumbakonam,Maharashtra,Hindu,OBC,Post Graduate,Daily Wage Worker,6.949624999594334,Below Poverty Line
Uttar Pradesh,Ahmednagar,Sikkim,Hindu,General,Graduate,Farmer,6.911923193378785,Upper Middle Class
Rajasthan,Kurnool,Goa,Sikh,General,Primary,Daily Wage Worker,-13.202119887270328,Below Poverty Line
Chhattisgarh,Gaya,Odisha,Hindu,OBC,Graduate,Businessman,11.419106170343085,Below Poverty Line
Odisha,Tiruchirappalli,Himachal Pradesh,Hindu,General,Doctorate,Engineer,1.1368112424014165,Below Poverty Line
Punjab,Giridih,Chhattisgarh,Hindu,General,Secondary,Daily Wage Worker,-22.57615001231283,Lower Middle Class
Bihar,Hazaribagh,Madhya Pradesh,Muslim,ST,Graduate,Teacher,-13.776623510186859,Middle Class
Mizoram,Tinsukia,Tamil Nadu,Hindu,General,Graduate,Businessman,-2.4366094576088053,Middle Class
Chhattisgarh,Berhampore,Manipur,Hindu,OBC,Higher Secondary,Doctor,-5.240520082573317,Lower Middle Class
Jharkhand,Korba,Sikkim,Hindu,General,Primary,Farmer,-0.28662034889566623,Middle Class
Himachal Pradesh,Sangli-Miraj & Kupwad,Bihar,Hindu,ST,Secondary,Engineer,1.3438206974036282,Lower Middle Class
Sikkim,Sagar,Mizoram,Muslim,OBC,Higher Secondary,Engineer,17.107194717694266,Lower Middle Class
Assam,Proddatur,Manipur,Hindu,General,Graduate,Teacher,6.0874181772716245,Lower Middle Class
Tripura,Baranagar,Goa,Hindu,ST,Higher Secondary,Businessman,-5.793627920750126,Lower Middle Class
Uttar Pradesh,Ongole,Meghalaya,Hindu,General,Higher Secondary,Teacher,-2.0192422788637856,Upper Middle Class
Goa,Gangtok,Maharashtra,Hindu,General,Graduate,Businessman,11.06957511024711,Below Poverty Line
Goa,Suryapet,Sikkim,Hindu,General,Post Graduate,Farmer,-12.0598584258653,Below Poverty Line
Chhattisgarh,Sangli-Miraj & Kupwad,West Bengal,Hindu,OBC,Secondary,IT Professional,21.986311774626632,Lower Middle Class
Assam,Imphal,Meghalaya,Hindu,OBC,Higher Secondary,Businessman,-11.480534881214677,Upper Middle Class
Punjab,Bathinda,Uttarakhand,Hindu,OBC,Higher Secondary,Engineer,-0.9367435364272567,Middle Class
Uttar Pradesh,Mau,Kerala,Christian,OBC,Graduate,Farmer,4.343853527548882,Lower Middle Class
Himachal Pradesh,Siliguri,Telangana,Hindu,General,Graduate,Teacher,-4.998948350727556,Below Poverty Line
Telangana,Bareilly,Meghalaya,Muslim,General,Graduate,Farmer,0.867203737255581,Below Poverty Line
Jharkhand,Muzaffarpur,Punjab,Hindu,OBC,Higher Secondary,Engineer,-5.938469125641924,Upper Middle Class
Himachal Pradesh,Tirunelveli,Gujarat,Hindu,ST,Higher Secondary,Engineer,-4.912208446656739,Middle Class
West Bengal,Jabalpur,Gujarat,Muslim,General,Graduate,Engineer,12.300637127893772,Below Poverty Line
Chhattisgarh,Ludhiana,Karnataka,Hindu,OBC,Post Graduate,Farmer,-31.79142525694357,Lower Middle Class
Sikkim,Sirsa,Bihar,Hindu,ST,Graduate,IT Professional,-24.908902866491115,Lower Middle Class
Manipur,Katni,Karnataka,Hindu,OBC,Primary,IT Professional,-8.837988352407951,Lower Middle Class
Kerala,Belgaum,Haryana,Muslim,General,Secondary,Farmer,3.4966489629000654,Lower Middle Class
Haryana,Vijayawada,Gujarat,Christian,OBC,Secondary,Farmer,-9.357472587035552,Upper Middle Class
Rajasthan,Thane,Uttarakhand,Hindu,General,Secondary,Daily Wage Worker,22.81178146312221,Middle Class
West Bengal,Varanasi,Uttarakhand,Hindu,General,Secondary,Businessman,-0.001811770903620502,Middle Class
Telangana,Nagercoil,Kerala,Hindu,General,Secondary,Daily Wage Worker,-8.80380787001453,Below Poverty Line
Tamil Nadu,Navi Mumbai,West Bengal,Buddhist,General,Graduate,Engineer,-25.06667458981572,Lower Middle Class
Punjab,Pondicherry,Bihar,Hindu,OBC,Graduate,IT Professional,-28.610616106434442,Upper Middle Class
Mizoram,Nellore,Chhattisgarh,Hindu,General,Primary,Daily Wage Worker,1.7030012172456357,Lower Middle Class
Uttar Pradesh,Kurnool,Sikkim,Hindu,ST,Post Graduate,Businessman,17.61544984397247,Middle Class
Himachal Pradesh,Jodhpur,Assam,Hindu,General,Graduate,Farmer,11.06893641092183,Below Poverty Line
Gujarat,Sambalpur,Rajasthan,Hindu,General,Higher Secondary,IT Professional,4.2430108704070175,Middle Class
Tamil Nadu,Tinsukia,Nagaland,Hindu,SC,Primary,Teacher,7.868987605095519,Below Poverty Line
Manipur,Raurkela Industrial Township,Arunachal Pradesh,Sikh,SC,Post Graduate,Teacher,-2.8091132905016805,Upper Middle Class
Andhra Pradesh,Purnia,Arunachal Pradesh,Hindu,SC,Higher Secondary,IT Professional,12.366703970937479,Upper Middle Class
Bihar,Bhusawal,Arunachal Pradesh,Hindu,OBC,Primary,Daily Wage Worker,9.394271234621602,Lower Middle Class
Manipur,Raebareli,Meghalaya,Muslim,General,Graduate,Daily Wage Worker,28.399035637337217,Lower Middle Class
Nagaland,Bhalswa Jahangir Pur,Haryana,Hindu,General,Doctorate,Farmer,2.3858037539338346,Middle Class
Kerala,Mathura,Manipur,Hindu,OBC,Graduate,Daily Wage Worker,13.52024769127949,Middle Class
Tripura,Thoothukudi,Gujarat,Buddhist,OBC,Secondary,Businessman,-3.8076843489989614,Middle Class
Jharkhand,Kumbakonam,Bihar,Hindu,OBC,Graduate,Teacher,4.61849800877471,Below Poverty Line
Manipur,Medininagar,Meghalaya,Hindu,OBC,Higher Secondary,Farmer,11.18648235937049,Lower Middle Class
Uttarakhand,Bettiah,Nagaland,Hindu,OBC,Secondary,Teacher,13.55881893629823,Below Poverty Line
Punjab,Tadipatri,Tamil Nadu,Hindu,OBC,Graduate,Teacher,4.646890032923838,Lower Middle Class
Tamil Nadu,Bareilly,Nagaland,Hindu,OBC,Graduate,Farmer,3.801283006547819,Upper Middle Class
Odisha,Tirupati,Madhya Pradesh,Hindu,General,Secondary,Daily Wage Worker,9.100564136194809,Middle Class
Tripura,Bhind,Uttarakhand,Hindu,OBC,Graduate,Teacher,15.792364392088432,Below Poverty Line
Manipur,Jamalpur,Chhattisgarh,Hindu,General,Higher Secondary,Farmer,22.746192862142518,Lower Middle Class
Uttarakhand,Davanagere,Bihar,Hindu,SC,Higher Secondary,Businessman,17.360918527128128,Upper Middle Class
Andhra Pradesh,Nandyal,Telangana,Muslim,General,Secondary,Teacher,38.084556241608595,Lower Middle Class
Meghalaya,Secunderabad,Meghalaya,Hindu,OBC,Graduate,Daily Wage Worker,1.9399820966066457,Middle Class
Tripura,Jaunpur,Nagaland,Muslim,OBC,Graduate,Farmer,12.6805276422457,Middle Class
Andhra Pradesh,Rewa,Nagaland,Hindu,OBC,Higher Secondary,Doctor,4.3536161375381415,Below Poverty Line
Arunachal Pradesh,Alwar,Gujarat,Muslim,OBC,Post Graduate,Farmer,-15.25179003448995,Lower Middle Class
Tamil Nadu,Satara,Manipur,Hindu,General,Higher Secondary,IT Professional,19.652790718726507,Lower Middle Class
Mizoram,Madurai,Uttarakhand,Hindu,General,Graduate,Daily Wage Worker,-2.5087521853211925,Lower Middle Class
Arunachal Pradesh,Raiganj,Kerala,Muslim,OBC,Graduate,Businessman,8.315498142774594,Rich
Manipur,Bathinda,Manipur,Hindu,General,Graduate,Businessman,20.518939517174196,Lower Middle Class
Sikkim,Jamnagar,Mizoram,Hindu,OBC,Secondary,Businessman,17.073171417138433,Middle Class
Punjab,Sultan Pur Majra,Assam,Christian,OBC,Post Graduate,Farmer,-3.3223083107402216,Upper Middle Class
Goa,Karimnagar,Kerala,Muslim,OBC,Post Graduate,Daily Wage Worker,7.689768196347935,Middle Class
Sikkim,Nangloi Jat,Rajasthan,Hindu,OBC,Secondary,IT Professional,4.8882966569069515,Below Poverty Line
Telangana,Sambalpur,Punjab,Hindu,General,Doctorate,IT Professional,11.490167313874313,Middle Class
Gujarat,Vijayawada,Chhattisgarh,Hindu,OBC,Higher Secondary,Farmer,3.3763624247494555,Middle Class
Kerala,Aizawl,Mizoram,Hindu,General,Higher Secondary,Businessman,13.028945152991769,Below Poverty Line
Arunachal Pradesh,Kamarhati,Mizoram,Hindu,OBC,Secondary,IT Professional,-18.89572181768183,Middle Class
Madhya Pradesh,Nadiad,Maharashtra,Hindu,OBC,Post Graduate,Engineer,1.841758703370671,Upper Middle Class
Goa,Hapur,Jharkhand,Muslim,OBC,Higher Secondary,Daily Wage Worker,13.924977933102655,Lower Middle Class
Chhattisgarh,Sambhal,Madhya Pradesh,Muslim,OBC,Higher Secondary,Farmer,-18.540727425429466,Below Poverty Line
Meghalaya,Karawal Nagar,West Bengal,Muslim,SC,Graduate,Farmer,-3.544799221089436,Upper Middle Class
Manipur,Ramagundam,Meghalaya,Hindu,OBC,Higher Secondary,Doctor,0.2817779744838522,Rich
Gujarat,Akola,Tamil Nadu,Hindu,OBC,Graduate,Daily Wage Worker,15.383429456577982,Middle Class
Uttar Pradesh,Thiruvananthapuram,Meghalaya,Hindu,SC,Higher Secondary,Teacher,8.576466962205954,Lower Middle Class
Uttar Pradesh,Raichur,Karnataka,Hindu,OBC,Higher Secondary,Daily Wage Worker,7.9818959219781345,Upper Middle Class
Kerala,Sasaram,Uttar Pradesh,Hindu,OBC,Graduate,Farmer,-6.420900674068646,Below Poverty Line
Gujarat,Khora ,West Bengal,Hindu,OBC,Primary,Businessman,-18.683231306831058,Below Poverty Line
Andhra Pradesh,Coimbatore,West Bengal,Muslim,General,Primary,Farmer,8.780421610840055,Below Poverty Line
Mizoram,Mira-Bhayandar,Andhra Pradesh,Hindu,OBC,Higher Secondary,Businessman,36.85889321712981,Lower Middle Class
Bihar,Shahjahanpur,Arunachal Pradesh,Hindu,OBC,Primary,Businessman,39.75172151336803,Lower Middle Class
Himachal Pradesh,Karnal,Tripura,Hindu,General,Post Graduate,Farmer,-0.9053465121410937,Middle Class
Gujarat,Buxar,Odisha,Hindu,General,Graduate,Farmer,-18.232282410528725,Lower Middle Class
Sikkim,Giridih,Uttarakhand,Hindu,SC,Primary,Teacher,0.5348483865312481,Middle Class
Andhra Pradesh,Ongole,Uttarakhand,Hindu,General,Graduate,Businessman,5.1367711922047725,Middle Class
Jharkhand,Dhanbad,West Bengal,Hindu,General,Graduate,Businessman,-32.611488642518886,Middle Class
Maharashtra,Katni,Andhra Pradesh,Hindu,OBC,Doctorate,Teacher,-5.271500357084682,Lower Middle Class
Kerala,Cuttack,Haryana,Hindu,OBC,Higher Secondary,Doctor,-19.22826512579458,Lower Middle Class
Assam,Kharagpur,Uttarakhand,Hindu,OBC,Primary,Farmer,-7.860928041653082,Lower Middle Class
Telangana,Raipur,Bihar,Hindu,OBC,Graduate,Farmer,24.775912101250498,Lower Middle Class
Manipur,Sagar,Himachal Pradesh,Hindu,General,Doctorate,Daily Wage Worker,-1.6655549636176827,Lower Middle Class
Maharashtra,Surat,Tripura,Hindu,OBC,Post Graduate,Farmer,13.117415439433243,Middle Class
Jharkhand,Gandhinagar,West Bengal,Hindu,SC,Higher Secondary,Farmer,9.131773499547318,Below Poverty Line
Mizoram,Thrissur,Rajasthan,Other,OBC,Secondary,Farmer,-6.195136702098086,Below Poverty Line
Madhya Pradesh,Tirupati,Telangana,Hindu,SC,Higher Secondary,Businessman,-0.5343480201647006,Middle Class
Chhattisgarh,Agartala,Goa,Hindu,OBC,Higher Secondary,Engineer,17.743312686523836,Lower Middle Class
Uttarakhand,Karimnagar,Arunachal Pradesh,Hindu,SC,Graduate,Doctor,17.51187791441946,Rich
Gujarat,Kumbakonam,Telangana,Hindu,General,Graduate,Farmer,4.810361329501115,Middle Class
Himachal Pradesh,Bongaigaon,Meghalaya,Hindu,OBC,Graduate,Teacher,-8.098051892487705,Upper Middle Class
Telangana,Ambarnath,Madhya Pradesh,Hindu,SC,Graduate,Farmer,9.683585833902114,Middle Class
Tamil Nadu,Ambala,Uttarakhand,Muslim,General,Higher Secondary,IT Professional,-3.3593497390413027,Lower Middle Class
Manipur,Mysore,Telangana,Hindu,General,Higher Secondary,Teacher,7.360145831586619,Lower Middle Class
Kerala,Bulandshahr,Karnataka,Muslim,OBC,Graduate,Engineer,8.944747163707616,Lower Middle Class
Telangana,Gandhidham,Gujarat,Muslim,General,Primary,Daily Wage Worker,-38.39235037217832,Middle Class
Kerala,Bharatpur,Odisha,Hindu,ST,Primary,Teacher,14.66664349101086,Upper Middle Class
Goa,Jamalpur,Goa,Muslim,ST,Doctorate,Businessman,2.48262195106311,Middle Class
Uttarakhand,Dhanbad,Kerala,Hindu,OBC,Secondary,Businessman,18.27416638181212,Middle Class
Haryana,Mathura,Chhattisgarh,Hindu,OBC,Higher Secondary,Farmer,9.343917077371422,Upper Middle Class
Assam,New Delhi,Gujarat,Hindu,General,Secondary,Engineer,-10.306559160166897,Upper Middle Class
Goa,Shimla,Gujarat,Muslim,OBC,Graduate,Daily Wage Worker,29.101667297331012,Middle Class
Arunachal Pradesh,Amroha,Jharkhand,Hindu,OBC,Higher Secondary,Daily Wage Worker,5.586423676767721,Middle Class
Manipur,Vijayawada,Assam,Hindu,OBC,Post Graduate,Farmer,0.18735842950377535,Lower Middle Class
Tamil Nadu,Vadodara,Uttarakhand,Hindu,General,Post Graduate,Daily Wage Worker,4.997631236264132,Lower Middle Class
Bihar,Coimbatore,Mizoram,Hindu,OBC,Secondary,Businessman,23.046835393648983,Middle Class
Meghalaya,Ahmednagar,Odisha,Other,OBC,Graduate,Teacher,13.528150188434973,Lower Middle Class
Maharashtra,Guntakal,Uttarakhand,Hindu,OBC,Higher Secondary,IT Professional,3.482792239574011,Middle Class
West Bengal,Nagaon,Arunachal Pradesh,Hindu,OBC,Higher Secondary,Businessman,-4.741066769739202,Lower Middle Class
West Bengal,Gangtok,Meghalaya,Muslim,General,Primary,Engineer,-6.41747948688317,Upper Middle Class
Uttarakhand,Cuttack,Gujarat,Hindu,SC,Graduate,Engineer,-17.01591460393658,Lower Middle Class
Himachal Pradesh,Thanjavur,Madhya Pradesh,Hindu,General,Secondary,IT Professional,7.606547629406047,Rich
Haryana,Begusarai,Sikkim,Muslim,SC,Higher Secondary,Teacher,6.6329011206729955,Lower Middle Class
Mizoram,Gwalior,Telangana,Hindu,General,Primary,Daily Wage Worker,-1.4266317870083185,Lower Middle Class
Haryana,Agra,Chhattisgarh,Hindu,General,Secondary,Farmer,15.027382802314152,Middle Class
Punjab,Coimbatore,Sikkim,Hindu,OBC,Higher Secondary,Engineer,16.60198310690484,Middle Class
Chhattisgarh,Thoothukudi,Gujarat,Hindu,OBC,Secondary,Businessman,-5.5550708306340155,Lower Middle Class
Jharkhand,Gandhidham,Tripura,Hindu,OBC,Secondary,Farmer,9.291104520111901,Below Poverty Line
Maharashtra,Kolhapur,Assam,Hindu,ST,Graduate,Engineer,-3.0030631021623346,Below Poverty Line
Telangana,Pallavaram,Jharkhand,Hindu,SC,Secondary,IT Professional,3.1768670168152022,Below Poverty Line
Punjab,Raiganj,West Bengal,Hindu,SC,Post Graduate,Teacher,12.987301396288725,Lower Middle Class
Assam,Tadepalligudem,West Bengal,Hindu,OBC,Higher Secondary,Farmer,-0.268742832209357,Upper Middle Class
Meghalaya,Tadipatri,Bihar,Hindu,General,Higher Secondary,Businessman,27.897226617557113,Rich
Jharkhand,Nashik,Kerala,Hindu,General,Higher Secondary,Farmer,3.1287366623483086,Middle Class
Odisha,Karaikudi,Andhra Pradesh,Hindu,OBC,Graduate,IT Professional,-2.1456166706017807,Middle Class
Madhya Pradesh,Raipur,Manipur,Hindu,OBC,Higher Secondary,Engineer,0.42036363266008436,Below Poverty Line
Madhya Pradesh,Anantapur,Himachal Pradesh,Hindu,General,Graduate,IT Professional,18.303581110621266,Lower Middle Class
Manipur,Secunderabad,Manipur,Hindu,ST,Secondary,Businessman,5.531479529560598,Lower Middle Class
Assam,Nagaon,Gujarat,Hindu,General,Graduate,Teacher,0.14353861571193083,Middle Class
Nagaland,Ballia,Karnataka,Hindu,OBC,Primary,Farmer,7.549926591651571,Rich
Mizoram,Bongaigaon,Uttarakhand,Hindu,OBC,Doctorate,Engineer,1.6580605045109467,Below Poverty Line
Himachal Pradesh,Thiruvananthapuram,Himachal Pradesh,Hindu,General,Doctorate,Daily Wage Worker,5.9778744810093,Below Poverty Line
Meghalaya,Bardhaman,Tripura,Hindu,OBC,Higher Secondary,Farmer,13.258520772496315,Lower Middle Class
Tamil Nadu,Ambarnath,Arunachal Pradesh,Buddhist,OBC,Primary,Daily Wage Worker,12.661849373032787,Middle Class
Maharashtra,Rampur,Himachal Pradesh,Hindu,General,Higher Secondary,Doctor,22.609075059861457,Upper Middle Class
Haryana,Kakinada,Andhra Pradesh,Hindu,OBC,Higher Secondary,IT Professional,-5.584258605122583,Middle Class
Telangana,Secunderabad,Karnataka,Hindu,ST,Higher Secondary,Daily Wage Worker,-9.260727644116233,Rich
Punjab,Ongole,West Bengal,Hindu,SC,Primary,Farmer,-8.065225028926442,Upper Middle Class
Karnataka,Adoni,Manipur,Hindu,SC,Graduate,Teacher,13.607361626936186,Lower Middle Class
Punjab,Chandrapur,Bihar,Christian,OBC,Higher Secondary,Businessman,5.31536303807384,Lower Middle Class
Himachal Pradesh,Cuttack,Uttar Pradesh,Hindu,General,Secondary,Farmer,-1.3345300056265947,Upper Middle Class
Punjab,Baranagar,Chhattisgarh,Hindu,OBC,Higher Secondary,Daily Wage Worker,-0.19817323869654757,Below Poverty Line
Assam,Sambalpur,Kerala,Hindu,ST,Secondary,Engineer,2.309513818402131,Below Poverty Line
Manipur,Gwalior,Himachal Pradesh,Hindu,General,Graduate,Teacher,5.070424712854843,Lower Middle Class
Manipur,Madanapalle,Jharkhand,Hindu,OBC,Graduate,Farmer,5.479339417941997,Below Poverty Line
Telangana,Howrah,West Bengal,Hindu,General,Higher Secondary,IT Professional,-0.9284299457070309,Middle Class
Uttar Pradesh,Sambhal,Odisha,Hindu,ST,Secondary,Engineer,3.7128277160284133,Rich
Meghalaya,Ludhiana,Uttarakhand,Hindu,General,Secondary,Businessman,6.202804736660114,Below Poverty Line
Bihar,Raichur,Odisha,Hindu,OBC,Primary,Teacher,-0.37029142156210515,Middle Class
Nagaland,Mau,Jharkhand,Muslim,OBC,Doctorate,Farmer,14.878460244450899,Below Poverty Line
Sikkim,Kozhikode,Nagaland,Hindu,General,Secondary,Engineer,26.30345070486129,Lower Middle Class
Punjab,Bharatpur,Chhattisgarh,Hindu,ST,Higher Secondary,Businessman,3.743178110612457,Lower Middle Class
Punjab,Latur,Andhra Pradesh,Hindu,SC,Secondary,Farmer,-7.240736521174311,Middle Class
Meghalaya,Muzaffarpur,Manipur,Hindu,General,Post Graduate,Farmer,-2.82308649798064,Rich
Kerala,Ambarnath,Nagaland,Hindu,OBC,Secondary,Businessman,1.6047542598488433,Upper Middle Class
Andhra Pradesh,Hapur,West Bengal,Hindu,OBC,Higher Secondary,Engineer,18.16326803639024,Middle Class
Manipur,Bhagalpur,Chhattisgarh,Hindu,General,Graduate,Businessman,8.294076984688417,Middle Class
Tamil Nadu,Kurnool,Meghalaya,Hindu,OBC,Higher Secondary,IT Professional,15.870853002015586,Below Poverty Line
Meghalaya,Patiala,Madhya Pradesh,Hindu,SC,Graduate,Teacher,-1.588489327247812,Lower Middle Class
Arunachal Pradesh,Ranchi,Maharashtra,Hindu,OBC,Higher Secondary,Businessman,0.9107092641431151,Middle Class
Andhra Pradesh,Haldia,Andhra Pradesh,Hindu,General,Higher Secondary,Farmer,-7.336190786608707,Middle Class
